"","title","author","subject","abstract","meta"
"114","A Bayesian Hierarchical Model for Evaluating Forensic Footwear Evidence","Neil A. Spencer, Jared S. Murray","Applications (stat.AP)","When a latent shoeprint is discovered at a crime scene, forensic analysts inspect it for distinctive patterns of wear such as scratches and holes (known as accidentals) on the source shoe's sole. If its accidentals correspond to those of a suspect's shoe, the print can be used as forensic evidence to place the suspect at the crime scene. The strength of this evidence depends on the random match probability---the chance that a shoe chosen at random would match the crime scene print's accidentals. Evaluating random match probabilities requires an accurate model for the spatial distribution of accidentals on shoe soles. A recent report by the President's Council of Advisors in Science and Technology criticized existing models in the literature, calling for new empirically validated techniques. We respond to this request with a new spatial point process model for accidental locations, developed within a hierarchical Bayesian framework. We treat the tread pattern of each shoe as a covariate, allowing us to pool information across large heterogeneous databases of shoes. Existing models ignore this information; our results show that including it leads to significantly better model fit. We demonstrate this by fitting our model to one such database.","Wed, 12 Jun 2019 16:57:13 UTC (5,685 KB)[v2] Wed, 26 Feb 2020 19:27:08 UTC (2,920 KB)"
"115","Learning Nearest Neighbor Graphs from Noisy Distance Samples","Blake Mason, Ardhendu Tripathy, Robert Nowak","Machine Learning (stat.ML)","We consider the problem of learning the nearest neighbor graph of a dataset of n items. The metric is unknown, but we can query an oracle to obtain a noisy estimate of the distance between any pair of items. This framework applies to problem domains where one wants to learn people's preferences from responses commonly modeled as noisy distance judgments. In this paper, we propose an active algorithm to find the graph with high probability and analyze its query complexity. In contrast to existing work that forces Euclidean structure, our method is valid for general metrics, assuming only symmetry and the triangle inequality. Furthermore, we demonstrate efficiency of our method empirically and theoretically, needing only O(n log(n)Delta^-2) queries in favorable settings, where Delta^-2 accounts for the effect of noise. Using crowd-sourced data collected for a subset of the UT Zappos50K dataset, we apply our algorithm to learn which shoes people believe are most similar and show that it beats both an active baseline and ordinal embedding.","Thu, 30 May 2019 19:24:50 UTC (944 KB)"
"116","GASP XVIII: Star formation quenching due to AGN feedback in the central region of a jellyfish galaxy","Koshy George, B. M. Poggianti, C. Bellhouse, M. Radovich, J. Fritz, R. Paladino, D. Bettoni, Y. Jaffé, A. Moretti, M. Gullieuszik, B. Vulcani, G. Fasano, C. S. Stalin, A. Subramaniam, S.N. Tandon","Astrophysics of Galaxies (astro-ph.GA)","We report evidence for star formation quenching in the central 8.6 kpc region of the jellyfish galaxy JO201 which hosts an active galactic nucleus, while undergoing strong ram pressure stripping. The ultraviolet imaging data of the galaxy disk reveal a region with reduced flux around the center of the galaxy and a horse shoe shaped region with enhanced flux in the outer disk. The characterization of the ionization regions based on emission line diagnostic diagrams shows that the region of reduced flux seen in the ultraviolet is within the AGN-dominated area. The CO J$_{2-1}$ map of the galaxy disk reveals a cavity in the central region. The image of the galaxy disk at redder wavelengths (9050-9250 $\overset{\lower.5em\circ}{\mathrm{A}}$) reveals the presence of a stellar bar. The star formation rate map of the galaxy disk shows that the star formation suppression in the cavity occurred in the last few 10$^8$ yr. We present several lines of evidence supporting the scenario that suppression of star formation in the central region of the disk is most likely due to the feedback from the AGN. The observations reported here make JO201 a unique case of AGN feedback and environmental effects suppressing star formation in a spiral galaxy.","Wed, 22 May 2019 06:15:24 UTC (3,086 KB)[v2] Mon, 19 Aug 2019 12:26:13 UTC (3,086 KB)"
"117","Machine Learning based English Sentiment Analysis","T. N. T. Tran, L. K. N. Nguyen, V. M. Ngo","Computation and Language (cs.CL)","Sentiment analysis or opinion mining aims to determine attitudes, judgments and opinions of customers for a product or a service. This is a great system to help manufacturers or servicers know the satisfaction level of customers about their products or services. From that, they can have appropriate adjustments. We use a popular machine learning method, being Support Vector Machine, combine with the library in Waikato Environment for Knowledge Analysis (WEKA) to build Java web program which analyzes the sentiment of English comments belongs one in four types of woman products. That are dresses, handbags, shoes and rings. We have developed and test our system with a training set having 300 comments and a test set having 400 comments. The experimental results of the system about precision, recall and F measures for positive comments are 89.3%, 95.0% and 92,.1%; for negative comments are 97.1%, 78.5% and 86.8%; and for neutral comments are 76.7%, 86.2% and 81.2%.","Thu, 16 May 2019 10:27:17 UTC (739 KB)"
"118","Inferring the Importance of Product Appearance: A Step Towards the Screenless Revolution","Yongshun Gong, Jinfeng Yi, Dongdong Chen, Jian Zhang, Jiayu Zhou, Zhihua Zhou","Computer Vision and Pattern Recognition (cs.CV)","Nowadays, almost all the online orders were placed through screened devices such as mobile phones, tablets, and computers. With the rapid development of the Internet of Things (IoT) and smart appliances, more and more screenless smart devices, e.g., smart speaker and smart refrigerator, appear in our daily lives. They open up new means of interaction and may provide an excellent opportunity to reach new customers and increase sales. However, not all the items are suitable for screenless shopping, since some items' appearance play an important role in consumer decision making. Typical examples include clothes, dolls, bags, and shoes. In this paper, we aim to infer the significance of every item's appearance in consumer decision making and identify the group of items that are suitable for screenless shopping. Specifically, we formulate the problem as a classification task that predicts if an item's appearance has a significant impact on people's purchase behavior. To solve this problem, we extract features from three different views, namely items' intrinsic properties, items' images, and users' comments, and collect a set of necessary labels via crowdsourcing. We then propose an iterative semi-supervised learning framework with three carefully designed loss functions. We conduct extensive experiments on a real-world transaction dataset collected from the online retail giant this http URL. Experimental results verify the effectiveness of the proposed method.","Wed, 1 May 2019 00:21:43 UTC (4,789 KB)[v2] Sat, 18 May 2019 09:43:24 UTC (1 KB) (withdrawn)"
"119","Pixels to Plans: Learning Non-Prehensile Manipulation by Imitating a Planner","Tarik Tosun, Eric Mitchell, Ben Eisner, Jinwook Huh, Bhoram Lee, Daewon Lee, Volkan Isler, H. Sebastian Seung, Daniel Lee","Robotics (cs.RO)","We present a novel method enabling robots to quickly learn to manipulate objects by leveraging a motion planner to generate ""expert"" training trajectories from a small amount of human-labeled data. In contrast to the traditional sense-plan-act cycle, we propose a deep learning architecture and training regimen called PtPNet that can estimate effective end-effector trajectories for manipulation directly from a single RGB-D image of an object. Additionally, we present a data collection and augmentation pipeline that enables the automatic generation of large numbers (millions) of training image and trajectory examples with almost no human labeling effort. We demonstrate our approach in a non-prehensile tool-based manipulation task, specifically picking up shoes with a hook. In hardware experiments, PtPNet generates motion plans (open-loop trajectories) that reliably (89% success over 189 trials) pick up four very different shoes from a range of positions and orientations, and reliably picks up a shoe it has never seen before. Compared with a traditional sense-plan-act paradigm, our system has the advantages of operating on sparse information (single RGB-D frame), producing high-quality trajectories much faster than the ""expert"" planner (300ms versus several seconds), and generalizing effectively to previously unseen shoes.","Fri, 5 Apr 2019 20:06:20 UTC (7,014 KB)"
"120","kPAM: KeyPoint Affordances for Category-Level Robotic Manipulation","Lucas Manuelli, Wei Gao, Peter Florence, Russ Tedrake","Robotics (cs.RO)","We would like robots to achieve purposeful manipulation by placing any instance from a category of objects into a desired set of goal states. Existing manipulation pipelines typically specify the desired configuration as a target 6-DOF pose and rely on explicitly estimating the pose of the manipulated objects. However, representing an object with a parameterized transformation defined on a fixed template cannot capture large intra-category shape variation, and specifying a target pose at a category level can be physically infeasible or fail to accomplish the task -- e.g. knowing the pose and size of a coffee mug relative to some canonical mug is not sufficient to successfully hang it on a rack by its handle. Hence we propose a novel formulation of category-level manipulation that uses semantic 3D keypoints as the object representation. This keypoint representation enables a simple and interpretable specification of the manipulation target as geometric costs and constraints on the keypoints, which flexibly generalizes existing pose-based manipulation methods. Using this formulation, we factor the manipulation policy into instance segmentation, 3D keypoint detection, optimization-based robot action planning and local dense-geometry-based action execution. This factorization allows us to leverage advances in these sub-problems and combine them into a general and effective perception-to-action manipulation pipeline. Our pipeline is robust to large intra-category shape variation and topology changes as the keypoint representation ignores task-irrelevant geometric details. Extensive hardware experiments demonstrate our method can reliably accomplish tasks with never-before seen objects in a category, such as placing shoes and mugs with significant shape variation into category level target configurations.","Fri, 15 Mar 2019 17:31:00 UTC (9,109 KB)[v2] Tue, 29 Oct 2019 16:04:29 UTC (5,797 KB)"
"121","Deep Robust Subjective Visual Property Prediction in Crowdsourcing","Qianqian Xu, Zhiyong Yang, Yangbangyan Jiang, Xiaochun Cao, Qingming Huang, Yuan Yao","Computer Vision and Pattern Recognition (cs.CV)","The problem of estimating subjective visual properties (SVP) of images (e.g., Shoes A is more comfortable than B) is gaining rising attention. Due to its highly subjective nature, different annotators often exhibit different interpretations of scales when adopting absolute value tests. Therefore, recent investigations turn to collect pairwise comparisons via crowdsourcing platforms. However, crowdsourcing data usually contains outliers. For this purpose, it is desired to develop a robust model for learning SVP from crowdsourced noisy annotations. In this paper, we construct a deep SVP prediction model which not only leads to better detection of annotation outliers but also enables learning with extremely sparse annotations. Specifically, we construct a comparison multi-graph based on the collected annotations, where different labeling results correspond to edges with different directions between two vertexes. Then, we propose a generalized deep probabilistic framework which consists of an SVP prediction module and an outlier modeling module that work collaboratively and are optimized jointly. Extensive experiments on various benchmark datasets demonstrate that our new approach guarantees promising results.","Sun, 10 Mar 2019 09:29:53 UTC (8,062 KB)"
"122","Really Small Shoe Boxes - On Realistic Quantum Resource Estimation","Alexandru Paler, Daniel Herr, Simon J. Devitt","Quantum Physics (quant-ph)","Reliable resource estimation and benchmarking of quantum algorithms is a critical component of the development cycle of viable quantum applications for quantum computers of all sizes. Determining critical resource bottlenecks in algorithms, especially when resource intensive error correction protocols are required, will be crucial to reduce the cost of implementing viable algorithms on actual quantum hardware.","Thu, 21 Feb 2019 15:44:23 UTC (3,893 KB)"
"123","Quantifying tensions in cosmological parameters: Interpreting the DES evidence ratio","Will Handley, Pablo Lemos","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","We provide a new interpretation for the Bayes factor combination used in the Dark Energy Survey (DES) first year analysis to quantify the tension between the DES and Planck datasets. The ratio quantifies a Bayesian confidence in our ability to combine the datasets. This interpretation is prior-dependent, with wider prior widths boosting the confidence. We therefore propose that if there are any reasonable priors which reduce the confidence to below unity, then we cannot assert that the datasets are compatible. Computing the evidence ratios for the DES first year analysis and Planck, given that narrower priors drop the confidence to below unity, we conclude that DES and Planck are, in a Bayesian sense, incompatible under LCDM. Additionally we compute ratios which confirm the consensus that measurements of the acoustic scale by the Baryon Oscillation Spectroscopic Survey (SDSS) are compatible with Planck, whilst direct measurements of the acceleration rate of the Universe by the SHOES collaboration are not. We propose a modification to the Bayes ratio which removes the prior dependency using Kullback-Leibler divergences, and using this statistical test find Planck in strong tension with SHOES, in moderate tension with DES, and in no tension with SDSS. We propose this statistic as the optimal way to compare datasets, ahead of the next DES data releases, as well as future surveys. Finally, as an element of these calculations, we introduce in a cosmological setting the Bayesian model dimensionality, which is a parameterisation-independent measure of the number of parameters that a given dataset constrains.","Mon, 11 Feb 2019 18:11:13 UTC (2,293 KB)[v2] Mon, 22 Jul 2019 07:07:24 UTC (2,309 KB)[v3] Fri, 2 Aug 2019 18:01:25 UTC (2,309 KB)[v4] Thu, 3 Oct 2019 11:41:53 UTC (2,309 KB)[v5] Sat, 23 Nov 2019 12:20:25 UTC (2,309 KB)"
"124","Exploring Explicit Domain Supervision for Latent Space Disentanglement in Unpaired Image-to-Image Translation","Jianxin Lin, Zhibo Chen, Yingce Xia, Sen Liu, Tao Qin, Jiebo Luo","Computer Vision and Pattern Recognition (cs.CV)","Image-to-image translation tasks have been widely investigated with Generative Adversarial Networks (GANs). However, existing approaches are mostly designed in an unsupervised manner while little attention has been paid to domain information within unpaired data. In this paper, we treat domain information as explicit supervision and design an unpaired image-to-image translation framework, Domain-supervised GAN (DosGAN), which takes the first step towards the exploration of explicit domain supervision. In contrast to representing domain characteristics using different generators or domain codes, we pre-train a classification network to explicitly classify the domain of an image. After pre-training, this network is used to extract the domain-specific features of each image. Such features, together with the domain-independent features extracted by another encoder (shared across different domains), are used to generate image in target domain. Extensive experiments on multiple facial attribute translation, multiple identity translation, multiple season translation and conditional edges-to-shoes/handbags demonstrate the effectiveness of our method. In addition, we can transfer the domain-specific feature extractor obtained on the Facescrub dataset with domain supervision information to unseen domains, such as faces in the CelebA dataset. We also succeed in achieving conditional translation with any two images in CelebA, while previous models like StarGAN cannot handle this task.","Mon, 11 Feb 2019 09:07:30 UTC (6,169 KB)[v2] Tue, 26 Mar 2019 03:22:18 UTC (6,448 KB)[v3] Tue, 1 Oct 2019 02:54:46 UTC (4,102 KB)[v4] Tue, 22 Oct 2019 08:24:52 UTC (4,102 KB)"
"125","Forensic shoe-print identification: a brief survey","Imad Rida, Lunke Fei, Hugo Proença, Amine Nait-Ali, Abdenour Hadid","Computer Vision and Pattern Recognition (cs.CV)","As an advanced research topic in forensics science, automatic shoe-print identification has been extensively studied in the last two decades, since shoe marks are the clues most frequently left in a crime scene. Hence, these impressions provide a pertinent evidence for the proper progress of investigations in order to identify the potential criminals. The main goal of this survey is to provide a cohesive overview of the research carried out in forensic shoe-print identification and its basic background. Apart defining the problem and describing the phases that typically compose the processing chain of shoe-print identification, we provide a summary/comparison of the state-of-the-art approaches, in order to guide the neophyte and help to advance the research topic. This is done through introducing simple and basic taxonomies as well as summaries of the state-of-the-art performance. Lastly, we discuss the current open problems and challenges in this research topic, point out for promising directions in this field.","Sat, 5 Jan 2019 15:45:00 UTC (1,327 KB)[v2] Mon, 25 Mar 2019 22:04:44 UTC (718 KB)[v3] Mon, 28 Dec 2020 15:38:17 UTC (623 KB)"
"126","Instance-level Sketch-based Retrieval by Deep Triplet Classification Siamese Network","Peng Lu, Hangyu Lin, Yanwei Fu, Shaogang Gong, Yu-Gang Jiang, Xiangyang Xue","Computer Vision and Pattern Recognition (cs.CV)","Sketch has been employed as an effective communicative tool to express the abstract and intuitive meanings of object. Recognizing the free-hand sketch drawing is extremely useful in many real-world applications. While content-based sketch recognition has been studied for several decades, the instance-level Sketch-Based Image Retrieval (SBIR) tasks have attracted significant research attention recently. The existing datasets such as QMUL-Chair and QMUL-Shoe, focus on the retrieval tasks of chairs and shoes. However, there are several key limitations in previous instance-level SBIR works. The state-of-the-art works have to heavily rely on the pre-training process, quality of edge maps, multi-cropping testing strategy, and augmenting sketch images. To efficiently solve the instance-level SBIR, we propose a new Deep Triplet Classification Siamese Network (DeepTCNet) which employs DenseNet-169 as the basic feature extractor and is optimized by the triplet loss and classification loss. Critically, our proposed DeepTCNet can break the limitations existed in previous works. The extensive experiments on five benchmark sketch datasets validate the effectiveness of the proposed model. Additionally, to study the tasks of sketch-based hairstyle retrieval, this paper contributes a new instance-level photo-sketch dataset - Hairstyle Photo-Sketch dataset, which is composed of 3600 sketches and photos, and 2400 sketch-photo pairs.","Wed, 28 Nov 2018 03:52:18 UTC (9,378 KB)[v2] Sat, 25 May 2019 11:05:17 UTC (1 KB) (withdrawn)"
"127","Estimation of Spatial-Temporal Gait Parameters based on the Fusion of Inertial and Film-Pressure Signals","Cheng Wang, Xiangdong Wang, Zhou Long, Tian Tian, Mingming Gao, Xiaoping Yun, Yueliang Qian, Jintao Li","Signal Processing (eess.SP)","Gait analysis (GA) has been widely used in physical activity monitoring and clinical contexts, and the estimation of the spatial-temporal gait parameters is of primary importance for GA. With the quick development of smart tiny sensors, GA methods based on wearable devices have become more popular recently. However, most existing wearable GA methods focus on data analysis from inertial sensors. In this paper, we firstly present a two-foot-worn in-shoe system (Gaitboter) based on low-cost, wearable and multimodal sensors' fusion for GA, comprising an inertial sensor and eight film-pressure sensors with each foot for gait raw data collection while walking. Secondly, a GA algorithm for estimating the spatial-temporal parameters of gait is proposed. The algorithm fully uses the fusion of two kinds of sensors' signals: inertial sensor and film-pressure sensor, in order to estimate the spatial-temporal gait parameters, such as stance phase, swing phase, double stance phase, cadence, step time, stride time, stride length, velocity. Finally, to verify the effectiveness of this system and algorithm of the paper, an experiment is performed with 27 stoke patients from local hospital that the spatial-temporal gait parameters obtained with the system and the algorithm are compared with a GA tool used in medical laboratories. And the experimental results show that it achieves very good consistency and correlation between the proposed system and the compared GA tool.","Tue, 23 Oct 2018 10:15:43 UTC (755 KB)"
"128","FashionNet: Personalized Outfit Recommendation with Deep Neural Network","Tong He, Yang Hu","Computer Vision and Pattern Recognition (cs.CV)","With the rapid growth of fashion-focused social networks and online shopping, intelligent fashion recommendation is now in great need. We design algorithms which automatically suggest users outfits (e.g. a shirt, together with a skirt and a pair of high-heel shoes), that fit their personal fashion preferences. Recommending sets, each of which is composed of multiple interacted items, is relatively new to recommender systems, which usually recommend individual items to users. We explore the use of deep networks for this challenging task. Our system, dubbed FashionNet, consists of two components, a feature network for feature extraction and a matching network for compatibility computation. The former is achieved through a deep convolutional network. And for the latter, we adopt a multi-layer fully-connected network structure. We design and compare three alternative architectures for FashionNet. To achieve personalized recommendation, we develop a two-stage training strategy, which uses the fine-tuning technique to transfer a general compatibility model to a model that embeds personal preference. Experiments on a large scale data set collected from a popular fashion-focused social network validate the effectiveness of the proposed networks.","Thu, 4 Oct 2018 22:26:24 UTC (6,874 KB)"
"129","Molecular gas filamentary structures in galaxy clusters","Francoise Combes (Obs-Paris, LERMA)","Astrophysics of Galaxies (astro-ph.GA)","Recent molecular line observations with ALMA and NOEMA in several Brightest Cluster Galaxies (BCG) have revealed the large-scale filamentary structure at the center of cool core clusters. These filaments extend over 20-100kpc, they are tightly correlated with ionized gas (H$\alpha$, [NII]) emission, and have characteristic shapes: either radial and straight, or also showing a U-turn, like a horse-shoe structure. The kinematics is quite regular and laminar, and the derived infall time is much longer than the free-fall time. The filaments extend up to the radius where the cooling time becomes larger than the infall time. Filaments can be perturbed by the sloshing of the BCG in its cluster, and spectacular cooling wakes have been observed. Filaments tend to occur at the border of cavities driven in the X-ray gas by the AGN radio jets. Observations of cool core clusters support the thermal instability scenario, which accounts for the multiphase medium in the upper atmospheres of BCG, where the right balance between heating and cooling is reached, and a chaotic cold gas accretion occurs. Molecular filaments are also seen associated to ram-pressure stripped spiral galaxies in rich galaxy clusters, and in jet-induced star formation, suggesting a very efficient molecular cloud formation even in hostile cluster environments.","Wed, 18 Jul 2018 16:30:01 UTC (1,448 KB)"
"130","LSTM-Based Zero-Velocity Detection for Robust Inertial Navigation","Brandon Wagstaff, Jonathan Kelly","Robotics (cs.RO)","We present a method to improve the accuracy of a zero-velocity-aided inertial navigation system (INS) by replacing the standard zero-velocity detector with a long short-term memory (LSTM) neural network. While existing threshold-based zero-velocity detectors are not robust to varying motion types, our learned model accurately detects stationary periods of the inertial measurement unit (IMU) despite changes in the motion of the user. Upon detection, zero-velocity pseudo-measurements are fused with a dead reckoning motion model in an extended Kalman filter (EKF). We demonstrate that our LSTM-based zero-velocity detector, used within a zero-velocity-aided INS, improves zero-velocity detection during human localization tasks. Consequently, localization accuracy is also improved. Our system is evaluated on more than 7.5 km of indoor pedestrian locomotion data, acquired from five different subjects. We show that 3D positioning error is reduced by over 34% compared to existing fixed-threshold zero-velocity detectors for walking, running, and stair climbing motions. Additionally, we demonstrate how our learned zero-velocity detector operates effectively during crawling and ladder climbing. Our system is calibration-free (no careful threshold-tuning is required) and operates consistently with differing users, IMU placements, and shoe types, while being compatible with any generic zero-velocity-aided INS.","Fri, 13 Jul 2018 20:25:18 UTC (1,299 KB)[v2] Tue, 13 Aug 2019 17:18:50 UTC (1,299 KB)"
"131","A fundamental problem in quantizing general relativity","Lorenzo Maccone","Quantum Physics (quant-ph)","We point out a fundamental problem that hinders the quantization of general relativity: quantum mechanics is formulated in terms of systems, typically limited in space but infinitely extended in time, while general relativity is formulated in terms of events, limited both in space and in time. Many of the problems faced while connecting the two theories stem from the difficulty in shoe-horning one formulation into the other. A solution is not presented, but a list of desiderata for a quantum theory based on events is laid out.","Tue, 3 Jul 2018 17:49:06 UTC (25 KB)"
"132","Footwear Size Recommendation System","Shreya Singh, G Mohammed Abdulla, Sumit Borar, Sagar Arora","Information Retrieval (cs.IR)","While shopping for fashion products, customers usually prefer to try-out products to examine fit, material, overall look and feel. Due to lack of try out options during online shopping, it becomes pivotal to provide customers with as much of this information as possible to enhance their shopping experience. Also it becomes essential to provide same experience for new customers. Our work here focuses on providing a production ready size recommendation system for shoes and address the challenge of providing recommendation for users with no previous purchases on the platform. In our work, we present a probabilistic approach based on user co-purchase data facilitated by generating a brand-brand relationship graph. Specifically we address two challenges that are commonly faced while implementing such solution. 1. Sparse signals for less popular or new products in the system 2. Extending the solution for new users. Further we compare and contrast this approach with our previous work and show significant improvement both in recommendation precision and coverage.","Thu, 28 Jun 2018 14:22:49 UTC (6,576 KB)"
"133","Capacitor Based Activity Sensing for Kinetic Powered Wearable IoTs","Guohao Lan, Dong Ma, Weitao Xu, Mahbub Hassan, Wen Hu","Human-Computer Interaction (cs.HC)","We propose a novel use of the conventional energy storage component, i.e., capacitor, in kinetic-powered wearable IoTs as a sensor to detect human activities. Since different activities accumulate energies in the capacitor at different rates, these activities can be detected directly by observing the charging rate of the capacitor. The key advantage of the proposed capacitor based activity sensing mechanism, called CapSense, is that it obviates the need for sampling the motion signal during the activity detection period thus significantly saving power consumption of the wearable device. A challenge we face is that capacitors are inherently non-linear energy accumulators, which, even for the same activity, leads to significant variations in charging rates at different times depending on the current charge level of the capacitor. We solve this problem by jointly configuring the parameters of the capacitor and the associated energy harvesting circuits, which allows us to operate on charging cycles that are approximately linear. We design and implement a kinetic-powered shoe sole and conduct experiments with 10 subjects. Our results show that CapSense can classify five different daily activities with 95% accuracy while consuming 73% less system power compared to conventional motion signal based activity detection.","Tue, 19 Jun 2018 06:00:46 UTC (3,120 KB)"
"134","Deconvolution of dust mixtures by latent Dirichlet allocation in forensic science","Madeline Ausdemore, Cedric Neumann","Applications (stat.AP)","Dust particles recovered from the soles of shoes may be indicative of the sites recently visited by an individual, and, in particular, of the presence of an individual at a particular site of interest, e.g., the scene of a crime. By describing the dust profile of a given site by a multinomial distribution over a fixed number of dust particle types, we can define the probability distribution of the mixture of dust recovered from the sole of a shoe via Latent Dirichlet Allocation. We use Variational Bayesian Inference to study the parameters of the model, and use their resulting posterior distributions to make inference on (a) the contributions of sites of interest to a dust mixture, and (b) the particle profiles associated with these sites.","Wed, 16 May 2018 19:30:04 UTC (2,673 KB)[v2] Thu, 24 May 2018 01:16:43 UTC (2,673 KB)[v3] Thu, 31 Jan 2019 22:43:57 UTC (14,782 KB)"
"135","Image Retrieval with Mixed Initiative and Multimodal Feedback","Nils Murrugarra-Llerena, Adriana Kovashka","Computer Vision and Pattern Recognition (cs.CV)","How would you search for a unique, fashionable shoe that a friend wore and you want to buy, but you didn't take a picture? Existing approaches propose interactive image search as a promising venue. However, they either entrust the user with taking the initiative to provide informative feedback, or give all control to the system which determines informative questions to ask. Instead, we propose a mixed-initiative framework where both the user and system can be active participants, depending on whose initiative will be more beneficial for obtaining high-quality search results. We develop a reinforcement learning approach which dynamically decides which of three interaction opportunities to give to the user: drawing a sketch, providing free-form attribute feedback, or answering attribute-based questions. By allowing these three options, our system optimizes both the informativeness and exploration capabilities allowing faster image retrieval. We outperform three baselines on three datasets and extensive experimental settings.","Tue, 8 May 2018 16:13:24 UTC (6,286 KB)"
"136","Conditional Image-to-Image Translation","Jianxin Lin, Yingce Xia, Tao Qin, Zhibo Chen, Tie-Yan Liu","Computer Vision and Pattern Recognition (cs.CV)","Image-to-image translation tasks have been widely investigated with Generative Adversarial Networks (GANs) and dual learning. However, existing models lack the ability to control the translated results in the target domain and their results usually lack of diversity in the sense that a fixed image usually leads to (almost) deterministic translation result. In this paper, we study a new problem, conditional image-to-image translation, which is to translate an image from the source domain to the target domain conditioned on a given image in the target domain. It requires that the generated image should inherit some domain-specific features of the conditional image from the target domain. Therefore, changing the conditional image in the target domain will lead to diverse translation results for a fixed input image from the source domain, and therefore the conditional input image helps to control the translation results. We tackle this problem with unpaired data based on GANs and dual learning. We twist two conditional translation models (one translation from A domain to B domain, and the other one from B domain to A domain) together for inputs combination and reconstruction while preserving domain independent features. We carry out experiments on men's faces from-to women's faces translation and edges to shoes&bags translations. The results demonstrate the effectiveness of our proposed method.","Tue, 1 May 2018 09:23:07 UTC (2,250 KB)"
"137","A Variational U-Net for Conditional Appearance and Shape Generation","Patrick Esser, Ekaterina Sutter, Björn Ommer","Computer Vision and Pattern Recognition (cs.CV)","Deep generative models have demonstrated great performance in image synthesis. However, results deteriorate in case of spatial deformations, since they generate images of objects directly, rather than modeling the intricate interplay of their inherent shape and appearance. We present a conditional U-Net for shape-guided image generation, conditioned on the output of a variational autoencoder for appearance. The approach is trained end-to-end on images, without requiring samples of the same object with varying pose or appearance. Experiments show that the model enables conditional image generation and transfer. Therefore, either shape or appearance can be retained from a query image, while freely altering the other. Moreover, appearance can be sampled due to its stochastic latent representation, while preserving shape. In quantitative and qualitative experiments on COCO, DeepFashion, shoes, Market-1501 and handbags, the approach demonstrates significant improvements over the state-of-the-art.","Thu, 12 Apr 2018 19:05:57 UTC (7,643 KB)"
"138","Cross-Domain Image Matching with Deep Feature Maps","Bailey Kong, James Supancic, Deva Ramanan, Charless C. Fowlkes","Computer Vision and Pattern Recognition (cs.CV)","We investigate the problem of automatically determining what type of shoe left an impression found at a crime scene. This recognition problem is made difficult by the variability in types of crime scene evidence (ranging from traces of dust or oil on hard surfaces to impressions made in soil) and the lack of comprehensive databases of shoe outsole tread patterns. We find that mid-level features extracted by pre-trained convolutional neural nets are surprisingly effective descriptors for this specialized domains. However, the choice of similarity measure for matching exemplars to a query image is essential to good performance. For matching multi-channel deep features, we propose the use of multi-channel normalized cross-correlation and analyze its effectiveness. Our proposed metric significantly improves performance in matching crime scene shoeprints to laboratory test impressions. We also show its effectiveness in other cross-domain image retrieval problems: matching facade images to segmentation labels and aerial photos to map images. Finally, we introduce a discriminatively trained variant and fine-tune our system through our proposed metric, obtaining state-of-the-art performance.","Fri, 6 Apr 2018 17:35:43 UTC (2,363 KB)[v2] Mon, 1 Oct 2018 04:16:17 UTC (2,818 KB)"
"139","Compare and Contrast: Learning Prominent Visual Differences","Steven Chen, Kristen Grauman","Computer Vision and Pattern Recognition (cs.CV)","Relative attribute models can compare images in terms of all detected properties or attributes, exhaustively predicting which image is fancier, more natural, and so on without any regard to ordering. However, when humans compare images, certain differences will naturally stick out and come to mind first. These most noticeable differences, or prominent differences, are likely to be described first. In addition, many differences, although present, may not be mentioned at all. In this work, we introduce and model prominent differences, a rich new functionality for comparing images. We collect instance-level annotations of most noticeable differences, and build a model trained on relative attribute features that predicts prominent differences for unseen pairs. We test our model on the challenging UT-Zap50K shoes and LFW10 faces datasets, and outperform an array of baseline methods. We then demonstrate how our prominence model improves two vision tasks, image search and description generation, enabling more natural communication between people and vision systems.","Sat, 31 Mar 2018 03:20:18 UTC (4,804 KB)[v2] Fri, 13 Apr 2018 18:44:09 UTC (4,804 KB)"
"140","Learning Type-Aware Embeddings for Fashion Compatibility","Mariya I. Vasileva, Bryan A. Plummer, Krishna Dusad, Shreya Rajpal, Ranjitha Kumar, David Forsyth","Computer Vision and Pattern Recognition (cs.CV)","Outfits in online fashion data are composed of items of many different types (e.g. top, bottom, shoes) that share some stylistic relationship with one another. A representation for building outfits requires a method that can learn both notions of similarity (for example, when two tops are interchangeable) and compatibility (items of possibly different type that can go together in an outfit). This paper presents an approach to learning an image embedding that respects item type, and jointly learns notions of item similarity and compatibility in an end-to-end model. To evaluate the learned representation, we crawled 68,306 outfits created by users on the Polyvore website. Our approach obtains 3-5% improvement over the state-of-the-art on outfit compatibility prediction and fill-in-the-blank tasks using our dataset, as well as an established smaller dataset, while supporting a variety of useful queries.","Sun, 25 Mar 2018 02:50:58 UTC (7,834 KB)[v2] Fri, 27 Jul 2018 20:27:54 UTC (9,012 KB)"
